brand,product,original_price,final_price,size,item_details,condition
Zapelle,https://cf-assets-thredup.thredup.com/assets/407674336/xlarge.jpg,$19.99,$11.99,CUSTOM,"50% Polyester, 50% Spandex; Short sleeve; Boat neckline; Shift; Solid; Black; Work; Knee length; Item #124851824; ","This item is in excellent condition with only light signs of wear, if any."
